Fold,Accuracy,Precision,Recall,F1-score,Eval_Time,F1_Black,F1_Blue,F1_Green,F1_TTR
1,0.8763961280714817,0.8809712324947443,0.8656272032812323,0.8725592464271349,73.2955584526062,0.7965616045845272,0.8890807078118257,0.9265967588179218,0.8779979144942649
2,0.885331347728965,0.8887934469246549,0.8773020502967683,0.8827230756376987,71.1700131893158,0.8097014925373134,0.8962510897994769,0.9256820319849483,0.8992576882290562
3,0.8752792256142964,0.8689352946073698,0.876590405732047,0.8726172524378624,71.05746006965637,0.7996389891696751,0.8885869565217391,0.9138090824837812,0.8884339815762539
4,0.8786299329858526,0.8776361284009259,0.8743681831044072,0.8754394418154612,71.24603605270386,0.8064823641563393,0.8900662251655629,0.9059360730593607,0.8992731048805815
5,0.8849590469099032,0.8818549092825969,0.8847193690525903,0.8832580651209191,72.00953078269958,0.8142726440988106,0.8938647559337215,0.9229340761374187,0.9019607843137255
