Fold,Accuracy,Precision,Recall,F1-score,Eval_Time,F1_Black,F1_Blue,F1_Green,F1_TTR
1,0.8689501116902457,0.8711240147070446,0.8578742002333989,0.8639091681920138,71.25713729858398,0.7840290381125227,0.8899563318777293,0.9065155807365439,0.8751357220412594
2,0.8641102010424423,0.8598281883944244,0.861083963635486,0.8604058210563753,74.26036953926086,0.7731864095500459,0.8804638715432649,0.9097744360902256,0.8781985670419652
3,0.8786299329858526,0.8783004974014147,0.8711815686200625,0.8745551064984167,75.34776329994202,0.8029878618113913,0.893859649122807,0.9187145557655955,0.8826583592938733
4,0.8667163067758749,0.8648727417764401,0.8649344883588165,0.8647957764646442,75.10244488716125,0.7791741472172352,0.8796420581655481,0.907735321528425,0.8926315789473684
5,0.8827252419955324,0.8852044458890962,0.8777923199190724,0.8812780248212991,70.84711790084839,0.8039927404718693,0.892416225749559,0.9258215962441314,0.9028815368196371
